AssayId,BlockId,Size,RowSid,RowName,RowTarget,ColSid,ColName,ColTarget,RowIC50,ColIC50,RowConcs,ColConcs,RowConcUnit,ColConcUnit
9403,11,10,NCGC00390655-02,"PTC-691","Polycomb Complex Protein BMI-1 Inhibitor",NCGC00163700-12,"Vincristine sulfate","Unknown",0.330822,0.086066,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0",uM,uM
9403,12,10,NCGC00379003-04,"WEHI-539","Bcl-xl Inhibitor",NCGC00163700-12,"Vincristine sulfate","Unknown",0.351304,0.056843,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0",uM,uM
9403,13,10,NCGC00505919-04,"S63845","Mcl-1 Inhibitor",NCGC00532330-01,"A-485","Unknown",1.075434,4.240121,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,14,10,NCGC00345789-12,"Venetoclax (ABT-199)","Bcl-2 Inhibitor",NCGC00532330-01,"A-485","Unknown",0.438787,4.883439,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,15,10,NCGC00351477-01,"UNC-1999","EZH1 Inhibitor",NCGC00532330-01,"A-485","Unknown",93.365234,3.698355,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,16,10,NCGC00188344-18,"Navitoclax (ABT-263)","Bcl-xL Inhibitor",NCGC00532330-01,"A-485","Unknown",0.079841,5.087707,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,17,10,NCGC00390655-02,"PTC-691","Polycomb Complex Protein BMI-1 Inhibitor",NCGC00532330-01,"A-485","Unknown",0.307831,4.860376,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,18,10,NCGC00379003-04,"WEHI-539","Bcl-xl Inhibitor",NCGC00532330-01,"A-485","Unknown",30870.635,4.133062,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,19,10,NCGC00505919-04,"S63845","Mcl-1 Inhibitor",NCGC00250412-18,"JQ1","Brd4 Inhibitor",1.483212,0.602969,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0",uM,uM
9403,20,10,NCGC00345789-12,"Venetoclax (ABT-199)","Bcl-2 Inhibitor",NCGC00250412-18,"JQ1","Brd4 Inhibitor",0.222993,0.907995,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0",uM,uM
9403,21,10,NCGC00351477-01,"UNC-1999","EZH1 Inhibitor",NCGC00250412-18,"JQ1","Brd4 Inhibitor",21.982336,0.545764,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0",uM,uM
9403,22,10,NCGC00188344-18,"Navitoclax (ABT-263)","Bcl-xL Inhibitor",NCGC00250412-18,"JQ1","Brd4 Inhibitor",0.156624,1.160955,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0",uM,uM
9403,23,10,NCGC00390655-02,"PTC-691","Polycomb Complex Protein BMI-1 Inhibitor",NCGC00250412-18,"JQ1","Brd4 Inhibitor",0.321681,1.098318,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0",uM,uM
9403,24,10,NCGC00379003-04,"WEHI-539","Bcl-xl Inhibitor",NCGC00250412-18,"JQ1","Brd4 Inhibitor",0.695526,0.910303,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0",uM,uM
9403,25,10,NCGC00505919-04,"S63845","Mcl-1 Inhibitor",NCGC00024415-36,"Doxorubicin","DNA Topoisomerase II Inhibitor",2.444043,0.700946,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,26,10,NCGC00024415-36,"Doxorubicin","DNA Topoisomerase II Inhibitor",NCGC00024415-36,"Doxorubicin","DNA Topoisomerase II Inhibitor",0.575421,0.793627,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,27,10,NCGC00345789-12,"Venetoclax (ABT-199)","Bcl-2 Inhibitor",NCGC00024415-36,"Doxorubicin","DNA Topoisomerase II Inhibitor",0.224123,0.61058,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,28,10,NCGC00351477-01,"UNC-1999","EZH1 Inhibitor",NCGC00024415-36,"Doxorubicin","DNA Topoisomerase II Inhibitor",72.682205,0.675181,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,29,10,NCGC00188344-18,"Navitoclax (ABT-263)","Bcl-xL Inhibitor",NCGC00024415-36,"Doxorubicin","DNA Topoisomerase II Inhibitor",0.085172,0.434118,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,30,10,NCGC00390655-02,"PTC-691","Polycomb Complex Protein BMI-1 Inhibitor",NCGC00024415-36,"Doxorubicin","DNA Topoisomerase II Inhibitor",0.314304,0.54288,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,31,10,NCGC00379003-04,"WEHI-539","Bcl-xl Inhibitor",NCGC00024415-36,"Doxorubicin","DNA Topoisomerase II Inhibitor",0.200056,0.419454,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,32,10,NCGC00163700-12,"Vincristine sulfate","Unknown",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",0.089076,13.027813,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,33,10,NCGC00163700-12,"Vincristine sulfate","Unknown",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",0.152308,44.41619,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,34,10,NCGC00532330-01,"A-485","Unknown",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",4.047175,44.94634,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,35,10,NCGC00024415-36,"Doxorubicin","DNA Topoisomerase II Inhibitor",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",0.645647,134939.92,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,36,10,NCGC00345789-12,"Venetoclax (ABT-199)","Bcl-2 Inhibitor",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",0.461728,9.452202,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,37,10,NCGC00014925-10,"Topotecan hydrochloride","DNA Topoisomerase I Inhibitor",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",0.03252,0.0,"2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,38,10,NCGC00484808-01,"CPI-703","CBP/p300 Inhibitor",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",20.591494,0.0,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,39,10,NCGC00507868-01,"CPI-637","CBP/p300 Inhibitor",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",11.44552,0.0,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,40,10,NCGC00505919-04,"S63845","Mcl-1 Inhibitor",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",1.757114,0.0,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,41,10,NCGC00250412-18,"JQ1","Brd4 Inhibitor",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",0.400062,14.386291,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,42,10,NCGC00351477-01,"UNC-1999","EZH1 Inhibitor",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",26.91517,28.08673,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,43,10,NCGC00507938-01,"EED-226","Polycomb protein EED (PRC2/EED-EZH2 non-catalytic subunit) Inhibitor",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",0.0,0.447801,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,44,10,NCGC00263117-17,"Panobinostat","HDAC Inhibitor",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",0.051469,0.0,"2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,45,10,NCGC00188344-18,"Navitoclax (ABT-263)","Bcl-xL Inhibitor",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",0.1681,68.40264,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,46,10,NCGC00390655-02,"PTC-691","Polycomb Complex Protein BMI-1 Inhibitor",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",0.38916,10.61668,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,47,10,NCGC00379003-04,"WEHI-539","Bcl-xl Inhibitor",NCGC00351604-09,"EPZ-005687","EZH2 Inhibitor",0.868006,31.073776,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,48,10,NCGC00505919-04,"S63845","Mcl-1 Inhibitor",NCGC00507938-01,"EED-226","Polycomb protein EED (PRC2/EED-EZH2 non-catalytic subunit) Inhibitor",1.184341,1.380904,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,49,10,NCGC00345789-12,"Venetoclax (ABT-199)","Bcl-2 Inhibitor",NCGC00507938-01,"EED-226","Polycomb protein EED (PRC2/EED-EZH2 non-catalytic subunit) Inhibitor",0.369501,0.0,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,50,10,NCGC00351477-01,"UNC-1999","EZH1 Inhibitor",NCGC00507938-01,"EED-226","Polycomb protein EED (PRC2/EED-EZH2 non-catalytic subunit) Inhibitor",7.27982,0.0,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,51,10,NCGC00188344-18,"Navitoclax (ABT-263)","Bcl-xL Inhibitor",NCGC00507938-01,"EED-226","Polycomb protein EED (PRC2/EED-EZH2 non-catalytic subunit) Inhibitor",0.132557,0.0,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,52,10,NCGC00390655-02,"PTC-691","Polycomb Complex Protein BMI-1 Inhibitor",NCGC00507938-01,"EED-226","Polycomb protein EED (PRC2/EED-EZH2 non-catalytic subunit) Inhibitor",0.337733,0.0,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,53,10,NCGC00379003-04,"WEHI-539","Bcl-xl Inhibitor",NCGC00507938-01,"EED-226","Polycomb protein EED (PRC2/EED-EZH2 non-catalytic subunit) Inhibitor",37.001423,7.033223,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,54,10,NCGC00505919-04,"S63845","Mcl-1 Inhibitor",NCGC00263117-17,"Panobinostat","HDAC Inhibitor",2.966658,0.047565,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0",uM,uM
9403,55,10,NCGC00345789-12,"Venetoclax (ABT-199)","Bcl-2 Inhibitor",NCGC00263117-17,"Panobinostat","HDAC Inhibitor",0.249323,0.050893,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0",uM,uM
9403,56,10,NCGC00351477-01,"UNC-1999","EZH1 Inhibitor",NCGC00263117-17,"Panobinostat","HDAC Inhibitor",0.0,0.046881,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0",uM,uM
9403,57,10,NCGC00263117-17,"Panobinostat","HDAC Inhibitor",NCGC00263117-17,"Panobinostat","HDAC Inhibitor",0.046944,0.039388,"2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0","2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0",uM,uM
9403,58,10,NCGC00188344-18,"Navitoclax (ABT-263)","Bcl-xL Inhibitor",NCGC00263117-17,"Panobinostat","HDAC Inhibitor",0.156693,0.051601,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0",uM,uM
9403,59,10,NCGC00390655-02,"PTC-691","Polycomb Complex Protein BMI-1 Inhibitor",NCGC00263117-17,"Panobinostat","HDAC Inhibitor",0.314977,0.042448,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0",uM,uM
9403,60,10,NCGC00379003-04,"WEHI-539","Bcl-xl Inhibitor",NCGC00263117-17,"Panobinostat","HDAC Inhibitor",0.336904,0.045254,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0",uM,uM
9403,61,10,NCGC00505919-04,"S63845","Mcl-1 Inhibitor",NCGC00390655-02,"PTC-691","Polycomb Complex Protein BMI-1 Inhibitor",1.137773,0.286088,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0",uM,uM
9403,62,10,NCGC00345789-12,"Venetoclax (ABT-199)","Bcl-2 Inhibitor",NCGC00390655-02,"PTC-691","Polycomb Complex Protein BMI-1 Inhibitor",0.65559,0.317493,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0",uM,uM
9403,63,10,NCGC00188344-18,"Navitoclax (ABT-263)","Bcl-xL Inhibitor",NCGC00390655-02,"PTC-691","Polycomb Complex Protein BMI-1 Inhibitor",0.114235,0.306888,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0",uM,uM
9403,64,10,NCGC00379003-04,"WEHI-539","Bcl-xl Inhibitor",NCGC00390655-02,"PTC-691","Polycomb Complex Protein BMI-1 Inhibitor",0.373369,0.323062,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0",uM,uM
9403,65,10,NCGC00163700-12,"Vincristine sulfate","Unknown",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",0.100456,0.432295,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,66,10,NCGC00163700-12,"Vincristine sulfate","Unknown",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",0.125715,32.9451,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,67,10,NCGC00532330-01,"A-485","Unknown",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",3.14306,1.649405,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,68,10,NCGC00024415-36,"Doxorubicin","DNA Topoisomerase II Inhibitor",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",0.493176,11.073397,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,69,10,NCGC00345789-12,"Venetoclax (ABT-199)","Bcl-2 Inhibitor",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",0.513602,0.0,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,70,10,NCGC00014925-10,"Topotecan hydrochloride","DNA Topoisomerase I Inhibitor",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",0.034084,0.0,"2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,71,10,NCGC00484808-01,"CPI-703","CBP/p300 Inhibitor",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",6.82804,31.04965,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,72,10,NCGC00507868-01,"CPI-637","CBP/p300 Inhibitor",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",4.409162,0.0,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,73,10,NCGC00505919-04,"S63845","Mcl-1 Inhibitor",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",1.247629,5.932902,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,74,10,NCGC00250412-18,"JQ1","Brd4 Inhibitor",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",1.218236,0.0,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,75,10,NCGC00351477-01,"UNC-1999","EZH1 Inhibitor",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",32.795994,0.0,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,76,10,NCGC00507938-01,"EED-226","Polycomb protein EED (PRC2/EED-EZH2 non-catalytic subunit) Inhibitor",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",115.09662,0.0,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
